"SubjID","AltID","P.sgp..H","P.sgp..M","P.sgp..L","EAP.sgp","MAP.sgp","P.cr..H","P.cr..M","P.cr..L","EAP.cr","MAP.cr","P.dt..H","P.dt..M","P.dt..L","EAP.dt","MAP.dt","P.eg..H","P.eg..M","P.eg..L","EAP.eg","MAP.eg","P.exp..H","P.exp..M","P.exp..L","EAP.exp","MAP.exp","P.ext..H","P.ext..M","P.ext..L","EAP.ext","MAP.ext","P.mod..H","P.mod..M","P.mod..L","EAP.mod","MAP.mod","P.rr..H","P.rr..M","P.rr..L","EAP.rr","MAP.rr","P.tab..H","P.tab..M","P.tab..L","EAP.tab","MAP.tab","P.vr..H","P.vr..M","P.vr..L","EAP.vr","MAP.vr","P.pic..H","P.pic..M","P.pic..L","EAP.pic","MAP.pic"
"S100","s03-08",0,0.018,0.982,0.018,"L",0.38,0.529,0.091,1.289,"M",0.1,0.229,0.672,0.428,"L",0.001,0.033,0.967,0.034,"L",0,0.013,0.987,0.0129999999999999,"L",0.23,0.668,0.102,1.129,"M",0,0.018,0.982,0.018,"L",0.02,0.259,0.721,0.298,"L",0.029,0.204,0.767,0.262,"L",0.002,0.076,0.922,0.0800000000000001,"L",0.001,0.043,0.956,0.044,"L"
"S106","s03-09",0.406,0.535,0.059,1.348,"M",0.967,0.032,0.002,1.965,"H",0.248,0.315,0.437,0.811,"L",0.048,0.257,0.694,0.354,"L",0.086,0.19,0.724,0.363,"L",0.956,0.043,0.001,1.955,"H",0.225,0.395,0.38,0.845,"M",0.671,0.288,0.041,1.63,"H",0.833,0.151,0.016,1.817,"H",0.233,0.299,0.468,0.765,"L",0.304,0.423,0.273,1.031,"M"
"S103","s03-10",0.591,0.378,0.031,1.56,"H",0.972,0.025,0.002,1.97,"H",0.268,0.322,0.41,0.858,"L",0.662,0.27,0.067,1.595,"H",0.176,0.22,0.604,0.572,"L",0.961,0.038,0.001,1.959,"H",0.306,0.416,0.278,1.028,"M",0.283,0.385,0.333,0.95,"M",0.683,0.257,0.059,1.624,"H",0.256,0.314,0.43,0.826,"L",0.149,0.392,0.459,0.69,"L"
"S110","s03-11",0.417,0.51,0.073,1.344,"M",0.915,0.077,0.008,1.907,"H",0.247,0.314,0.438,0.809,"L",0.587,0.309,0.104,1.483,"H",0.003,0.036,0.961,0.042,"L",0.995,0.005,0,1.995,"H",0.158,0.367,0.475,0.684,"L",0.588,0.359,0.053,1.535,"H",0.634,0.286,0.08,1.554,"H",0.084,0.239,0.677,0.407,"L",0.639,0.291,0.07,1.569,"H"
"S107","s03-12",0,0.009,0.991,0.0089999999999999,"L",0.375,0.534,0.092,1.283,"M",0.098,0.228,0.674,0.425,"L",0.001,0.031,0.968,0.0329999999999999,"L",0.001,0.016,0.983,0.018,"L",0.388,0.571,0.042,1.346,"M",0.003,0.06,0.937,0.0660000000000001,"L",0.089,0.443,0.468,0.622,"L",0.01,0.125,0.865,0.145,"L",0.01,0.15,0.84,0.17,"L",0,0.037,0.962,0.038,"L"
"S109","s03-13",0.552,0.416,0.032,1.52,"H",0.976,0.024,0.001,1.975,"H",0.264,0.321,0.414,0.85,"L",0.649,0.28,0.071,1.577,"H",0.013,0.074,0.913,0.1,"L",0.993,0.007,0,1.993,"H",0.22,0.41,0.37,0.849,"M",0.34,0.477,0.183,1.156,"M",0.408,0.379,0.213,1.195,"H",0.097,0.26,0.643,0.454,"L",0.457,0.383,0.16,1.297,"H"
"S112","s03-14",0.427,0.483,0.09,1.338,"M",0.943,0.051,0.005,1.938,"H",0.246,0.313,0.441,0.806,"L",0.535,0.316,0.149,1.386,"H",0.017,0.062,0.921,0.097,"L",0.865,0.121,0.014,1.851,"H",0.084,0.316,0.6,0.483,"L",0.246,0.411,0.344,0.902,"M",0.255,0.389,0.356,0.899,"M",0.093,0.254,0.654,0.439,"L",0.164,0.365,0.471,0.692,"L"
"S105","s03-15",0.007,0.28,0.713,0.294,"L",0.529,0.404,0.067,1.462,"H",0.133,0.251,0.616,0.517,"L",0.004,0.071,0.925,0.079,"L",0.01,0.086,0.904,0.106,"L",0.813,0.184,0.003,1.81,"H",0.013,0.108,0.879,0.134,"L",0.024,0.262,0.713,0.311,"L",0.066,0.275,0.659,0.407,"L",0.024,0.171,0.805,0.219,"L",0.001,0.052,0.947,0.0549999999999999,"L"
"S104","s03-16",0,0.002,0.998,0.002,"L",0.154,0.582,0.264,0.89,"M",0.098,0.227,0.675,0.423,"L",0.001,0.03,0.969,0.032,"L",0,0.005,0.995,0.00499999999999989,"L",0.115,0.676,0.209,0.906,"M",0.004,0.064,0.933,0.071,"L",0.089,0.443,0.468,0.621,"L",0.082,0.306,0.612,0.47,"L",0.011,0.161,0.828,0.183,"L",0.001,0.046,0.953,0.048,"L"
"S108","s03-17",0.497,0.464,0.039,1.457,"H",0.988,0.012,0,1.987,"H",0.259,0.319,0.422,0.836,"L",0.394,0.392,0.215,1.179,"H",0.002,0.029,0.97,0.032,"L",0.988,0.012,0,1.988,"H",0.098,0.329,0.574,0.524,"L",0.331,0.483,0.186,1.146,"M",0.774,0.196,0.03,1.744,"H",0.135,0.291,0.574,0.561,"L",0.445,0.339,0.217,1.228,"H"
"S097","s03-18",0.126,0.551,0.323,0.802,"M",0.753,0.215,0.031,1.722,"H",0.191,0.286,0.523,0.668,"L",0.019,0.153,0.828,0.191,"L",0.001,0.029,0.97,0.0309999999999999,"L",0.876,0.121,0.003,1.874,"H",0.166,0.329,0.505,0.661,"L",0.024,0.263,0.713,0.311,"L",0.223,0.384,0.393,0.83,"L",0.048,0.226,0.726,0.323,"L",0.174,0.39,0.436,0.738,"L"
"S129","s04-01",0.985,0.015,0,1.985,"H",1,0,0,2,"H",0.307,0.336,0.357,0.95,"L",0.81,0.177,0.013,1.797,"H",0.022,0.124,0.854,0.167,"L",1,0,0,2,"H",0.533,0.381,0.085,1.448,"H",0.459,0.402,0.139,1.32,"H",0.782,0.193,0.025,1.757,"H",0.47,0.347,0.183,1.287,"H",0.908,0.089,0.003,1.905,"H"
"S128","s04-02",0.019,0.361,0.62,0.399,"L",0.759,0.227,0.014,1.745,"H",0.145,0.259,0.596,0.549,"L",0.25,0.354,0.396,0.854,"L",0,0.005,0.995,0.00499999999999989,"L",0.543,0.421,0.036,1.507,"H",0.014,0.119,0.866,0.148,"L",0.02,0.26,0.719,0.301,"L",0.306,0.401,0.293,1.013,"M",0.015,0.145,0.839,0.176,"L",0.009,0.13,0.861,0.148,"L"
"S120","s04-03",0.578,0.393,0.03,1.548,"H",0.977,0.022,0.001,1.976,"H",0.267,0.322,0.411,0.856,"L",0.205,0.403,0.392,0.813,"M",0.009,0.066,0.925,0.0840000000000001,"L",0.989,0.011,0,1.989,"H",0.428,0.387,0.185,1.243,"H",0.162,0.431,0.407,0.755,"M",0.662,0.27,0.068,1.594,"H",0.311,0.365,0.324,0.988,"M",0.366,0.41,0.223,1.143,"M"
"S136","s04-04",0.356,0.602,0.042,1.314,"M",0.985,0.014,0,1.985,"H",0.246,0.315,0.439,0.806,"L",0.577,0.326,0.096,1.481,"H",0.004,0.042,0.954,0.0489999999999999,"L",0.988,0.012,0,1.988,"H",0.085,0.304,0.611,0.474,"L",0.343,0.475,0.181,1.162,"M",0.745,0.219,0.036,1.71,"H",0.183,0.309,0.508,0.676,"L",0.031,0.205,0.764,0.266,"L"
"S122","s04-05",0.011,0.311,0.678,0.334,"L",0.739,0.245,0.016,1.724,"H",0.138,0.254,0.609,0.529,"L",0.083,0.266,0.65,0.433,"L",0,0.007,0.992,0.00800000000000001,"L",0.732,0.26,0.008,1.725,"H",0.012,0.106,0.882,0.13,"L",0.281,0.514,0.205,1.076,"M",0.255,0.395,0.35,0.905,"M",0.031,0.182,0.787,0.244,"L",0.002,0.058,0.94,0.0609999999999999,"L"
"S124","s04-06",0.184,0.661,0.155,1.029,"M",0.965,0.034,0.001,1.964,"H",0.217,0.301,0.482,0.735,"L",0.026,0.19,0.784,0.243,"L",0.002,0.029,0.97,0.032,"L",0.962,0.038,0,1.961,"H",0.092,0.308,0.6,0.492,"L",0.129,0.438,0.433,0.696,"M",0.404,0.386,0.21,1.194,"H",0.237,0.359,0.404,0.833,"L",0.142,0.382,0.476,0.666,"L"
"S127","s04-07",0.11,0.695,0.195,0.914,"M",0.906,0.089,0.005,1.902,"H",0.205,0.296,0.499,0.706,"L",0.019,0.167,0.815,0.204,"L",0.001,0.019,0.98,0.02,"L",0.98,0.02,0,1.98,"H",0.056,0.252,0.693,0.363,"L",0.593,0.355,0.052,1.541,"H",0.651,0.28,0.069,1.582,"H",0.164,0.305,0.531,0.634,"L",0.02,0.183,0.797,0.222,"L"
"S126","s04-08",0,0.002,0.998,0.002,"L",0.154,0.582,0.264,0.89,"M",0.098,0.227,0.675,0.423,"L",0.001,0.03,0.969,0.032,"L",0,0.005,0.995,0.00499999999999989,"L",0.044,0.581,0.375,0.67,"M",0,0.009,0.991,0.0089999999999999,"L",0.019,0.259,0.721,0.298,"L",0.017,0.161,0.822,0.195,"L",0.002,0.081,0.916,0.0860000000000001,"L",0.001,0.053,0.946,0.0549999999999999,"L"
"S134","s04-09",0.036,0.439,0.525,0.511,"L",0.635,0.315,0.05,1.585,"H",0.158,0.267,0.575,0.584,"L",0.009,0.104,0.888,0.121,"L",0.007,0.068,0.925,0.081,"L",0.95,0.049,0,1.95,"H",0.028,0.165,0.806,0.222,"L",0.025,0.263,0.712,0.313,"L",0.268,0.389,0.342,0.926,"M",0.035,0.195,0.77,0.265,"L",0.288,0.413,0.299,0.99,"M"
"S125","s04-10",0,0.011,0.989,0.0109999999999999,"L",0.159,0.579,0.262,0.898,"M",0.099,0.228,0.673,0.425,"L",0.001,0.032,0.968,0.0329999999999999,"L",0.008,0.082,0.911,0.097,"L",0.107,0.662,0.231,0.876,"M",0.001,0.027,0.973,0.028,"L",0.021,0.26,0.719,0.302,"L",0.162,0.375,0.463,0.699,"L",0.007,0.122,0.872,0.135,"L",0.003,0.094,0.903,0.1,"L"
"S132","s04-11",0,0.069,0.93,0.0700000000000001,"L",0.408,0.506,0.086,1.322,"M",0.106,0.233,0.661,0.445,"L",0.001,0.04,0.959,0.042,"L",0,0.014,0.986,0.0149999999999999,"L",0.483,0.487,0.03,1.453,"M",0.001,0.03,0.969,0.032,"L",0.09,0.443,0.467,0.623,"L",0.115,0.34,0.545,0.57,"L",0.013,0.155,0.832,0.181,"L",0.005,0.103,0.893,0.112,"L"
"S121","s04-12",0.745,0.248,0.007,1.738,"H",0.99,0.01,0,1.99,"H",0.285,0.329,0.387,0.898,"L",0.5,0.369,0.131,1.368,"H",0.005,0.058,0.937,0.069,"L",0.997,0.003,0,1.997,"H",0.386,0.416,0.197,1.189,"M",0.387,0.448,0.165,1.222,"M",0.722,0.233,0.045,1.677,"H",0.3,0.357,0.343,0.957,"M",0.075,0.332,0.592,0.483,"L"
"S123","s04-13",0.665,0.32,0.015,1.65,"H",0.985,0.015,0,1.984,"H",0.277,0.326,0.398,0.879,"L",0.466,0.377,0.157,1.309,"H",0.003,0.038,0.959,0.044,"L",0.994,0.006,0,1.994,"H",0.222,0.419,0.359,0.863,"M",0.344,0.475,0.181,1.163,"M",0.878,0.113,0.009,1.869,"H",0.153,0.317,0.53,0.623,"L",0.58,0.329,0.091,1.489,"H"
"S130","s04-14",0.536,0.417,0.047,1.489,"H",0.938,0.057,0.005,1.933,"H",0.261,0.32,0.419,0.842,"L",0.408,0.384,0.208,1.2,"H",0.001,0.023,0.976,0.0249999999999999,"L",0.986,0.014,0,1.986,"H",0.3,0.402,0.298,1.002,"M",0.129,0.438,0.433,0.696,"M",0.847,0.138,0.014,1.833,"H",0.192,0.348,0.46,0.732,"L",0.202,0.403,0.395,0.808,"M"
"S135","s04-15",0.682,0.302,0.016,1.666,"H",0.985,0.015,0,1.984,"H",0.278,0.326,0.396,0.882,"L",0.472,0.375,0.153,1.319,"H",0.001,0.039,0.959,0.042,"L",0.996,0.004,0,1.996,"H",0.552,0.344,0.104,1.448,"H",0.689,0.274,0.037,1.652,"H",0.157,0.36,0.483,0.675,"L",0.561,0.296,0.143,1.418,"H",0.47,0.381,0.149,1.321,"H"
"S131","s04-16",0.746,0.245,0.008,1.738,"H",0.996,0.004,0,1.996,"H",0.285,0.328,0.387,0.898,"L",0.5,0.369,0.132,1.368,"H",0.003,0.046,0.95,0.0529999999999999,"L",0.993,0.007,0,1.993,"H",0.343,0.427,0.229,1.114,"M",0.628,0.325,0.047,1.582,"H",0.727,0.23,0.044,1.683,"H",0.212,0.334,0.454,0.759,"L",0.7,0.255,0.045,1.655,"H"
"S119","s04-17",0.172,0.678,0.15,1.022,"M",0.924,0.072,0.004,1.92,"H",0.216,0.301,0.483,0.734,"L",0.025,0.188,0.787,0.238,"L",0.002,0.03,0.968,0.034,"L",0.963,0.036,0,1.963,"H",0.037,0.222,0.742,0.295,"L",0.154,0.435,0.411,0.743,"M",0.039,0.222,0.739,0.3,"L",0.492,0.339,0.169,1.323,"H",0.436,0.402,0.162,1.274,"H"
"S133","s04-18",0.038,0.476,0.486,0.552,"L",0.805,0.183,0.011,1.794,"H",0.163,0.27,0.567,0.597,"L",0.039,0.211,0.75,0.29,"L",0.008,0.058,0.933,0.075,"L",0.953,0.046,0,1.953,"H",0.053,0.215,0.732,0.32,"L",0.567,0.376,0.057,1.51,"H",0.42,0.378,0.202,1.218,"H",0.037,0.162,0.801,0.235,"L",0.047,0.258,0.694,0.353,"L"
"S154","s05-01",0.864,0.134,0.002,1.862,"H",0.998,0.002,0,1.998,"H",0.296,0.332,0.372,0.924,"L",0.548,0.355,0.096,1.452,"H",0.132,0.236,0.632,0.5,"L",1,0,0,2,"H",0.35,0.441,0.209,1.141,"M",0.524,0.356,0.121,1.403,"H",0.902,0.092,0.006,1.897,"H",0.4,0.335,0.265,1.135,"H",0.783,0.195,0.022,1.762,"H"
"S156","s05-02",0.187,0.651,0.161,1.026,"M",0.94,0.058,0.003,1.937,"H",0.216,0.301,0.483,0.733,"L",0.247,0.395,0.358,0.889,"M",0.012,0.074,0.914,0.097,"L",0.98,0.02,0,1.98,"H",0.019,0.168,0.813,0.207,"L",0.601,0.348,0.051,1.55,"H",0.277,0.394,0.328,0.949,"M",0.13,0.265,0.605,0.525,"L",0.703,0.251,0.046,1.657,"H"
"S143","s05-03",0.743,0.249,0.009,1.734,"H",0.989,0.01,0,1.989,"H",0.284,0.328,0.387,0.897,"L",0.498,0.369,0.133,1.365,"H",0.001,0.025,0.973,0.028,"L",0.994,0.005,0,1.994,"H",0.193,0.428,0.379,0.814,"M",0.031,0.27,0.699,0.333,"L",0.324,0.396,0.279,1.045,"M",0.139,0.343,0.519,0.62,"L",0.709,0.248,0.043,1.667,"H"
"S152","s05-04",0.31,0.601,0.09,1.22,"M",0.961,0.037,0.001,1.96,"H",0.236,0.31,0.454,0.781,"L",0.131,0.35,0.519,0.612,"L",0.001,0.021,0.978,0.024,"L",0.985,0.015,0,1.985,"H",0.244,0.389,0.368,0.876,"M",0.029,0.267,0.704,0.325,"L",0.585,0.315,0.099,1.486,"H",0.13,0.323,0.547,0.583,"L",0.14,0.372,0.488,0.651,"L"
"S146","s05-05",0.124,0.521,0.354,0.77,"M",0.736,0.23,0.034,1.702,"H",0.187,0.283,0.53,0.657,"L",0.187,0.347,0.466,0.721,"L",0.003,0.026,0.971,0.032,"L",0.855,0.138,0.006,1.849,"H",0.111,0.29,0.599,0.511,"L",0.213,0.424,0.363,0.85,"M",0.228,0.383,0.389,0.839,"L",0.06,0.222,0.718,0.342,"L",0.025,0.174,0.802,0.223,"L"
"S142","s05-06",0.002,0.148,0.85,0.152,"L",0.453,0.468,0.079,1.373,"M",0.116,0.239,0.645,0.471,"L",0.002,0.051,0.947,0.0549999999999999,"L",0,0.006,0.994,0.00600000000000001,"L",0.405,0.543,0.053,1.352,"M",0.001,0.025,0.974,0.026,"L",0.272,0.519,0.208,1.064,"M",0.143,0.36,0.498,0.645,"L",0.005,0.085,0.91,0.095,"L",0.001,0.051,0.948,0.0529999999999999,"L"
"S141","s05-07",0.895,0.103,0.002,1.894,"H",0.991,0.009,0,1.991,"H",0.299,0.333,0.368,0.931,"L",0.561,0.351,0.088,1.473,"H",0.004,0.054,0.942,0.0620000000000001,"L",0.999,0.001,0,1.999,"H",0.178,0.443,0.379,0.798,"M",0.645,0.31,0.044,1.601,"H",0.667,0.271,0.062,1.606,"H",0.266,0.354,0.38,0.887,"L",0.9,0.095,0.005,1.895,"H"
"S145","s05-08",0,0.011,0.989,0.0109999999999999,"L",0.376,0.533,0.092,1.284,"M",0.099,0.228,0.673,0.425,"L",0.001,0.032,0.968,0.0329999999999999,"L",0,0.014,0.985,0.0149999999999999,"L",0.142,0.689,0.169,0.974,"M",0,0.008,0.992,0.00800000000000001,"L",0.271,0.52,0.209,1.062,"M",0.013,0.141,0.846,0.167,"L",0.003,0.08,0.917,0.0860000000000001,"L",0.001,0.046,0.953,0.0469999999999999,"L"
"S148","s05-09",0.371,0.584,0.045,1.327,"M",0.985,0.015,0,1.985,"H",0.247,0.315,0.438,0.809,"L",0.15,0.37,0.48,0.669,"L",0.05,0.135,0.815,0.234,"L",0.978,0.022,0,1.978,"H",0.035,0.229,0.736,0.299,"L",0.192,0.418,0.39,0.802,"M",0.635,0.29,0.075,1.56,"H",0.257,0.332,0.412,0.845,"L",0.046,0.26,0.693,0.353,"L"
"S144","s05-10",0.92,0.079,0.001,1.919,"H",0.998,0.002,0,1.998,"H",0.301,0.334,0.365,0.936,"L",0.571,0.348,0.08,1.491,"H",0.178,0.234,0.588,0.59,"L",0.998,0.002,0,1.998,"H",0.362,0.446,0.191,1.171,"M",0.748,0.223,0.03,1.718,"H",0.91,0.085,0.005,1.906,"H",0.382,0.338,0.28,1.102,"H",0.494,0.389,0.117,1.377,"H"
"S140","s05-11",0.046,0.382,0.572,0.475,"L",0.635,0.306,0.059,1.576,"H",0.154,0.263,0.583,0.571,"L",0.04,0.167,0.793,0.246,"L",0.004,0.028,0.968,0.036,"L",0.809,0.184,0.007,1.803,"H",0.102,0.255,0.643,0.459,"L",0.213,0.424,0.363,0.85,"M",0.365,0.374,0.261,1.104,"M",0.076,0.253,0.671,0.405,"L",0.04,0.212,0.748,0.293,"L"
"S151","s05-12",0.331,0.587,0.082,1.249,"M",0.952,0.046,0.002,1.95,"H",0.239,0.311,0.45,0.789,"L",0.137,0.355,0.508,0.629,"L",0.001,0.017,0.983,0.018,"L",0.897,0.099,0.004,1.894,"H",0.18,0.373,0.447,0.733,"L",0.026,0.265,0.709,0.317,"L",0.62,0.299,0.081,1.539,"H",0.083,0.278,0.639,0.444,"L",0.014,0.156,0.83,0.184,"L"
"S147","s05-13",0.848,0.143,0.009,1.839,"H",0.965,0.03,0.005,1.961,"H",0.294,0.331,0.375,0.919,"L",0.541,0.355,0.104,1.437,"H",0.004,0.052,0.944,0.0589999999999999,"L",0.997,0.003,0,1.997,"H",0.381,0.429,0.19,1.191,"M",0.638,0.316,0.045,1.593,"H",0.752,0.212,0.036,1.716,"H",0.241,0.347,0.412,0.829,"L",0.489,0.382,0.129,1.36,"H"
"S149","s05-14",0.845,0.153,0.002,1.843,"H",0.995,0.005,0,1.994,"H",0.294,0.332,0.374,0.92,"L",0.761,0.211,0.028,1.733,"H",0.175,0.305,0.52,0.655,"L",0.999,0.001,0,1.999,"H",0.483,0.391,0.126,1.357,"H",0.794,0.183,0.023,1.771,"H",0.894,0.099,0.007,1.888,"H",0.613,0.267,0.12,1.494,"H",0.179,0.428,0.394,0.785,"M"
"S155","s05-15",0.042,0.512,0.446,0.595,"M",0.819,0.171,0.01,1.809,"H",0.168,0.274,0.558,0.61,"L",0.042,0.222,0.736,0.306,"L",0.005,0.041,0.954,0.0509999999999999,"L",0.937,0.063,0,1.936,"H",0.014,0.13,0.855,0.159,"L",0.11,0.44,0.451,0.659,"L",0.047,0.238,0.714,0.333,"L",0.087,0.269,0.644,0.442,"L",0.051,0.27,0.679,0.373,"L"
"S150","s05-16",0.033,0.429,0.538,0.495,"L",0.787,0.2,0.012,1.775,"H",0.156,0.266,0.578,0.579,"L",0.035,0.197,0.768,0.268,"L",0,0.013,0.987,0.014,"L",0.967,0.033,0,1.966,"H",0.032,0.172,0.796,0.236,"L",0.57,0.374,0.056,1.514,"H",0.26,0.389,0.351,0.909,"M",0.091,0.257,0.652,0.439,"L",0.042,0.242,0.716,0.325,"L"
"S153","s05-17",0,0.013,0.987,0.0129999999999999,"L",0.377,0.532,0.091,1.285,"M",0.099,0.228,0.673,0.426,"L",0.004,0.078,0.917,0.087,"L",0,0.014,0.985,0.0149999999999999,"L",0.208,0.67,0.122,1.086,"M",0.001,0.033,0.966,0.0349999999999999,"L",0.271,0.52,0.209,1.062,"M",0.263,0.405,0.332,0.931,"M",0.003,0.078,0.92,0.083,"L",0.001,0.043,0.956,0.0449999999999999,"L"
"S160","s06-01",0.012,0.239,0.749,0.264,"L",0.51,0.421,0.07,1.44,"H",0.129,0.248,0.623,0.506,"L",0.071,0.245,0.684,0.388,"L",0,0.007,0.993,0.0069999999999999,"L",0.547,0.425,0.027,1.52,"H",0.016,0.114,0.87,0.145,"L",0.546,0.394,0.06,1.486,"H",0.418,0.384,0.198,1.22,"H",0.008,0.092,0.9,0.108,"L",0.01,0.136,0.854,0.157,"L"
"S159","s06-02",0.002,0.113,0.885,0.117,"L",0.433,0.484,0.082,1.351,"M",0.112,0.237,0.652,0.46,"L",0.002,0.046,0.952,0.05,"L",0.002,0.031,0.968,0.034,"L",0.424,0.53,0.045,1.379,"M",0.012,0.102,0.886,0.126,"L",0.095,0.442,0.463,0.632,"L",0.243,0.399,0.358,0.885,"M",0.035,0.229,0.735,0.3,"L",0.003,0.088,0.909,0.095,"L"
"S165","s06-03",0,0.006,0.994,0.00600000000000001,"L",0.156,0.581,0.263,0.894,"M",0.098,0.228,0.674,0.424,"L",0.001,0.031,0.968,0.032,"L",0,0.012,0.988,0.012,"L",0.135,0.688,0.177,0.958,"M",0,0.013,0.987,0.0129999999999999,"L",0.272,0.519,0.209,1.064,"M",0.013,0.142,0.846,0.167,"L",0.007,0.121,0.872,0.135,"L",0.003,0.089,0.908,0.095,"L"
"S166","s06-04",0,0.002,0.998,0.002,"L",0.154,0.582,0.264,0.89,"M",0.098,0.227,0.675,0.423,"L",0.001,0.03,0.969,0.032,"L",0,0.005,0.995,0.00499999999999989,"L",0.233,0.668,0.099,1.134,"M",0,0.007,0.993,0.0069999999999999,"L",0.019,0.259,0.721,0.298,"L",0.06,0.274,0.667,0.393,"L",0.002,0.074,0.924,0.0780000000000001,"L",0.001,0.041,0.958,0.0429999999999999,"L"
"S169","s06-05",0,0.037,0.963,0.0369999999999999,"L",0.39,0.52,0.089,1.301,"M",0.102,0.23,0.668,0.434,"L",0.001,0.035,0.964,0.0369999999999999,"L",0,0.005,0.995,0.00499999999999989,"L",0.399,0.557,0.044,1.355,"M",0,0.008,0.992,0.00800000000000001,"L",0.088,0.443,0.469,0.619,"L",0.053,0.26,0.688,0.365,"L",0.002,0.074,0.924,0.079,"L",0.004,0.102,0.893,0.111,"L"
"S164","s06-06",0.003,0.202,0.795,0.208,"L",0.483,0.443,0.074,1.409,"H",0.123,0.244,0.633,0.489,"L",0.003,0.059,0.938,0.0640000000000001,"L",0,0.014,0.986,0.0149999999999999,"L",0.739,0.255,0.006,1.733,"H",0.005,0.069,0.925,0.0800000000000001,"L",0.09,0.443,0.467,0.623,"L",0.504,0.356,0.14,1.365,"H",0.01,0.123,0.867,0.143,"L",0.004,0.089,0.906,0.0980000000000001,"L"
"S157","s06-07",0,0.082,0.918,0.083,"L",0.657,0.322,0.021,1.636,"H",0.107,0.234,0.659,0.449,"L",0.001,0.041,0.957,0.044,"L",0,0.013,0.987,0.0129999999999999,"L",0.598,0.387,0.015,1.584,"H",0.002,0.042,0.956,0.046,"L",0.02,0.259,0.721,0.299,"L",0.054,0.259,0.688,0.366,"L",0.003,0.073,0.924,0.0780000000000001,"L",0.001,0.039,0.96,0.0409999999999999,"L"
"S163","s06-08",0.013,0.254,0.733,0.279,"L",0.33,0.472,0.198,1.133,"M",0.131,0.249,0.62,0.511,"L",0.004,0.07,0.926,0.0780000000000001,"L",0,0.015,0.985,0.0149999999999999,"L",0.523,0.445,0.032,1.491,"H",0.001,0.026,0.974,0.0269999999999999,"L",0.091,0.443,0.466,0.626,"L",0.077,0.292,0.631,0.447,"L",0.015,0.138,0.847,0.167,"L",0.007,0.112,0.882,0.125,"L"
"S170","s06-09",0.001,0.074,0.925,0.0760000000000001,"L",0.202,0.552,0.246,0.956,"M",0.107,0.233,0.66,0.446,"L",0.001,0.04,0.958,0.0429999999999999,"L",0.001,0.033,0.966,0.0349999999999999,"L",0.366,0.578,0.057,1.309,"M",0,0.019,0.98,0.02,"L",0.02,0.26,0.72,0.299,"L",0.131,0.353,0.517,0.614,"L",0.003,0.078,0.92,0.083,"L",0.001,0.045,0.955,0.046,"L"
"S167","s06-10",0.001,0.049,0.95,0.05,"L",0.185,0.563,0.252,0.933,"M",0.103,0.231,0.665,0.438,"L",0.001,0.037,0.962,0.0389999999999999,"L",0,0.011,0.988,0.012,"L",0.444,0.52,0.036,1.408,"M",0.01,0.093,0.897,0.113,"L",0.091,0.443,0.466,0.625,"L",0.057,0.267,0.676,0.381,"L",0.026,0.217,0.757,0.269,"L",0.015,0.18,0.805,0.21,"L"
"S161","s06-11",0,0.041,0.958,0.042,"L",0.643,0.335,0.022,1.622,"H",0.102,0.231,0.667,0.435,"L",0.029,0.185,0.786,0.243,"L",0.001,0.028,0.971,0.03,"L",0.216,0.659,0.125,1.091,"M",0.003,0.057,0.939,0.0640000000000001,"L",0.09,0.443,0.467,0.622,"L",0.269,0.405,0.326,0.942,"M",0.007,0.12,0.873,0.134,"L",0.003,0.089,0.908,0.0960000000000001,"L"
"S168","s06-12",0,0.001,0.999,0.00099999999999989,"L",0.153,0.583,0.264,0.889,"M",0.097,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0,0.013,0.987,0.0129999999999999,"L",0.009,0.347,0.644,0.366,"L",0,0.023,0.977,0.0229999999999999,"L",0.02,0.259,0.721,0.298,"L",0.01,0.125,0.866,0.144,"L",0.003,0.086,0.911,0.091,"L",0.001,0.061,0.938,0.0640000000000001,"L"
"S158","s06-13",0.842,0.155,0.002,1.84,"H",0.996,0.004,0,1.996,"H",0.294,0.332,0.374,0.92,"L",0.09,0.371,0.539,0.551,"L",0.154,0.295,0.551,0.603,"L",0.995,0.005,0,1.995,"H",0.427,0.418,0.156,1.271,"H",0.625,0.29,0.085,1.539,"H",0.618,0.299,0.083,1.535,"H",0.789,0.173,0.038,1.752,"H",0.436,0.407,0.157,1.279,"H"
"S171","s06-14",0.001,0.08,0.92,0.081,"L",0.414,0.501,0.085,1.329,"M",0.107,0.234,0.659,0.448,"L",0.001,0.041,0.957,0.044,"L",0,0.013,0.986,0.014,"L",0.071,0.556,0.373,0.698,"M",0.001,0.029,0.97,0.0309999999999999,"L",0.088,0.443,0.468,0.62,"L",0.009,0.118,0.873,0.136,"L",0.004,0.088,0.908,0.0960000000000001,"L",0.002,0.062,0.937,0.0649999999999999,"L"
"S162","s06-15",0,0.002,0.998,0.002,"L",0.153,0.583,0.264,0.89,"M",0.098,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0.001,0.027,0.972,0.0289999999999999,"L",0.009,0.337,0.655,0.354,"L",0.001,0.036,0.963,0.038,"L",0.089,0.443,0.467,0.622,"L",0.01,0.125,0.866,0.144,"L",0.008,0.132,0.86,0.148,"L",0.005,0.118,0.877,0.128,"L"
