SID,AltID,Session,Cond_code,Sequencing,Feedback,All_Items,Correct,Incorrect,Reamaining,ElapsedTime,P.sgp..H,P.sgp..M,P.sgp..L,EAP.sgp,MAP.sgp,P.ar..H,P.ar..M,P.ar..L,EAP.ar,MAP.ar,P.cr..H,P.cr..M,P.cr..L,EAP.cr,MAP.cr,P.dt..H,P.dt..M,P.dt..L,EAP.dt,MAP.dt,P.eg..H,P.eg..M,P.eg..L,EAP.eg,MAP.eg,P.exp..H,P.exp..M,P.exp..L,EAP.exp,MAP.exp,P.ext..H,P.ext..M,P.ext..L,EAP.ext,MAP.ext,P.ir..H,P.ir..M,P.ir..L,EAP.ir,MAP.ir,P.mod..H,P.mod..M,P.mod..L,EAP.mod,MAP.mod,P.rr..H,P.rr..M,P.rr..L,EAP.rr,MAP.rr,P.tab..H,P.tab..M,P.tab..L,EAP.tab,MAP.tab,P.vr..H,P.vr..M,P.vr..L,EAP.vr,MAP.vr,P.pic..H,P.pic..M,P.pic..L,EAP.pic,MAP.pic,t.cr1a,t.cr1b,t.cr3a,t.cr3b,t.cr2a,t.cr2b,t.eg1a,t.eg1b,t.eg3a,t.eg3b,t.eg2a,t.eg2b,t.exp1a,t.exp1b,t.exp3a,t.exp3b,t.exp2a,t.exp2b,t.ext1a,t.ext1c,t.ext3a,t.ext3b,t.ext2a,t.ext2c,t.modext1a,t.modext1b,t.modext3a,t.modext3b,t.modext2a,t.modext2b,t.rr1a,t.rr1b,t.rr3a,t.rr3b,t.rr2a,t.rr2b,t.sgp1a,t.sgp1b,t.sgp3a,t.sgp3b,t.sgp2a,t.sgp2b,t.tabext1a,t.tabext1b,t.tabext3a,t.tabext3b,t.tabext2a,t.tabext2b,t.vrexpmod3a,t.vrexpmod3a,,,t.vrextmod1a,t.vrextmod1b,t.vrextmod2a,t.vrmod3a,t.picexpvrmod3a,t.picexpmod3b,t.picext1a,t.picext1b,t.picext3a,.tpicexttabmodvr2a,t.vevrmg2a
S089,s02-17,2,1,2,2,63,14,35,14,0.03125,0,0.012,0.987,1.987,1,0.002,0.021,0.977,1.975,1,0.023,0.403,0.574,1.551,1,0.099,0.228,0.673,1.574,1,0.001,0.033,0.966,1.965,1,0.001,0.023,0.976,1.975,1,0.224,0.735,0.04,0.816,2,0.009,0.097,0.894,1.884,1,0.002,0.056,0.942,1.94,1,0.194,0.431,0.375,1.181,2,0.018,0.228,0.753,1.735,1,0.029,0.28,0.692,1.663,1,0.001,0.057,0.942,1.941,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,NA,1,1,1,1,1,2,2
S090,s02-18,2,2,2,1,63,13,50,0,00:15:34,0,0,1,2,1,0,0.006,0.994,1.994,1,0.018,0.402,0.579,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.008,0.992,1.992,1,0.018,0.604,0.378,1.36,2,0.002,0.053,0.945,1.943,1,0.002,0.062,0.936,1.933,1,0.039,0.422,0.539,1.5,1,0.206,0.471,0.322,1.116,2,0.008,0.17,0.822,1.814,1,0,0.023,0.977,1.977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
S079,s02-19,2,3,1,1,63,27,36,0,00:34:42,0.031,0.59,0.379,1.348,2,0.002,0.034,0.964,1.961,1,0.267,0.434,0.299,1.031,2,0.176,0.279,0.546,1.37,1,0.652,0.292,0.056,0.404,3,0,0.009,0.99,1.99,1,0.782,0.216,0.002,0.22,3,0.028,0.201,0.772,1.744,1,0.064,0.321,0.615,1.551,1,0.151,0.574,0.275,1.124,2,0.007,0.154,0.839,1.832,1,0.042,0.263,0.695,1.654,1,0.001,0.065,0.934,1.933,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1
S113,s03-01,3,2,2,1,63,44,18,1,00:43:33,0.868,0.132,0,0.132,3,0.141,0.455,0.405,1.264,2,0.997,0.003,0,0.003,3,0.297,0.332,0.371,1.074,1,0.915,0.083,0.002,0.087,3,0.007,0.151,0.841,1.834,1,1,0,0,0,3,0.695,0.263,0.042,0.347,3,0.234,0.524,0.242,1.008,2,0.792,0.196,0.011,0.219,3,0.932,0.067,0.001,0.069,3,0.762,0.207,0.031,0.269,3,0.679,0.29,0.031,0.351,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,NA,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1
S101,s03-02,3,2,2,1,63,14,49,0,00:16:48,0,0.001,0.999,1.999,1,0,0.003,0.997,1.997,1,0.019,0.402,0.579,1.56,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.007,0.993,1.993,1,0.189,0.768,0.044,0.855,2,0.001,0.043,0.956,1.955,1,0,0.026,0.973,1.973,1,0.008,0.228,0.765,1.757,1,0.01,0.173,0.817,1.808,1,0.005,0.14,0.856,1.851,1,0,0.015,0.985,1.985,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
S099,s03-03,3,3,1,1,63,20,43,0,00:13:44,0.001,0.276,0.723,1.722,1,0,0.006,0.994,1.994,1,0.574,0.396,0.03,0.456,3,0.131,0.25,0.619,1.488,1,0,0.024,0.976,1.976,1,0.009,0.133,0.858,1.849,1,0.11,0.697,0.193,1.083,2,0.001,0.043,0.957,1.956,1,0,0.011,0.989,1.989,1,0.001,0.102,0.896,1.895,1,0.06,0.344,0.596,1.536,1,0.001,0.044,0.955,1.955,1,0,0.034,0.966,1.966,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S111,s03-04,3,3,1,1,63,22,41,0,00:00:52,0,0.002,0.998,1.998,1,0.006,0.038,0.956,1.95,1,0.436,0.523,0.041,0.605,2,0.098,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0.011,0.121,0.868,1.857,1,0.36,0.625,0.014,0.654,2,0.004,0.054,0.942,1.938,1,0.007,0.111,0.882,1.875,1,0.36,0.541,0.099,0.739,2,0.001,0.062,0.937,1.936,1,0.007,0.13,0.863,1.857,1,0,0.013,0.987,1.987,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
S114,s03-05,3,3,1,1,63,32,31,0,00:38:36,0.291,0.698,0.011,0.72,2,0.011,0.103,0.886,1.875,1,0.949,0.05,0.001,0.052,3,0.244,0.316,0.44,1.197,1,0.003,0.102,0.895,1.891,1,0,0.013,0.987,1.987,1,0.973,0.027,0,0.027,3,0.06,0.278,0.662,1.602,1,0.265,0.479,0.256,0.99,2,0.636,0.341,0.023,0.388,3,0.842,0.152,0.006,0.165,3,0.049,0.243,0.709,1.66,1,0.002,0.076,0.923,1.921,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1
S102,s03-06,3,3,1,1,63,33,30,0,00:27:47,0.082,0.875,0.043,0.96,2,0.001,0.019,0.98,1.98,1,0.994,0.006,0,0.006,3,0.221,0.308,0.471,1.25,1,0.117,0.472,0.411,1.293,2,0,0.004,0.996,1.996,1,0.953,0.047,0,0.047,3,0.006,0.138,0.856,1.851,1,0.019,0.225,0.755,1.736,1,0.143,0.578,0.279,1.135,2,0.915,0.084,0.002,0.087,3,0.004,0.091,0.905,1.901,1,0,0.033,0.967,1.966,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
S098,s03-07,3,2,2,1,63,18,45,0,00:32:46,0,0.001,0.999,1.999,1,0.001,0.011,0.988,1.987,1,0.208,0.655,0.136,0.928,2,0.098,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0.001,0.046,0.953,1.952,1,0.061,0.795,0.144,1.083,2,0.001,0.03,0.969,1.968,1,0,0.029,0.971,1.97,1,0.14,0.579,0.281,1.141,2,0,0.035,0.964,1.964,1,0.002,0.081,0.918,1.916,1,0.045,0.357,0.597,1.552,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2
S100,s03-08,3,1,2,2,63,14,49,0,00:12:30,0,0.002,0.998,1.998,1,0,0.002,0.998,1.998,1,0.073,0.599,0.328,1.255,2,0.098,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.007,0.993,1.993,1,0.051,0.76,0.189,1.138,2,0,0.027,0.973,1.973,1,0,0.017,0.983,1.983,1,0.008,0.227,0.765,1.757,1,0.083,0.391,0.526,1.444,1,0.001,0.076,0.923,1.921,1,0,0.02,0.98,1.98,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S106,s03-09,3,1,2,2,63,33,22,8,0.03125,0.277,0.712,0.011,0.734,2,0.083,0.209,0.708,1.625,1,0.985,0.015,0,0.016,3,0.242,0.315,0.442,1.2,1,0.003,0.1,0.897,1.894,1,0.032,0.198,0.769,1.737,1,0.968,0.032,0,0.032,3,0.144,0.331,0.525,1.381,1,0.304,0.475,0.22,0.916,2,0.853,0.143,0.004,0.15,3,0.828,0.164,0.008,0.18,3,0.111,0.316,0.573,1.462,1,0.103,0.441,0.457,1.354,1,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,2,1,1,1,2,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2
S103,s03-10,3,1,2,2,63,32,18,13,0.03125,0.87,0.13,0,0.131,3,0.494,0.333,0.173,0.679,3,0.995,0.005,0,0.005,3,0.297,0.332,0.371,1.074,1,0.915,0.083,0.002,0.087,3,0.63,0.286,0.084,0.453,3,0.979,0.02,0.001,0.022,3,0.636,0.283,0.081,0.445,3,0.095,0.442,0.463,1.368,1,0.67,0.267,0.063,0.393,3,0.795,0.191,0.014,0.219,3,0.488,0.381,0.13,0.642,3,0.029,0.308,0.662,1.633,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,NA,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2
S110,s03-11,3,2,2,1,63,42,19,2,00:40:54,0.915,0.085,0,0.085,3,0.056,0.327,0.617,1.561,1,0.993,0.006,0,0.007,3,0.301,0.334,0.366,1.065,1,0.923,0.076,0.002,0.079,3,0,0.029,0.971,1.971,1,1,0,0,0,3,0.351,0.417,0.232,0.881,2,0.32,0.506,0.174,0.854,2,0.866,0.13,0.003,0.137,3,0.753,0.229,0.018,0.265,3,0.319,0.406,0.276,0.957,2,0.731,0.249,0.02,0.289,3,2,NA,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2
S107,s03-12,3,2,2,1,63,11,46,1,00:08:10,0,0.001,0.999,1.999,1,0,0.002,0.998,1.997,1,0.208,0.656,0.137,0.929,2,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.012,0.988,1.987,1,0.037,0.774,0.188,1.151,2,0,0.027,0.973,1.973,1,0.001,0.049,0.95,1.949,1,0.008,0.227,0.765,1.757,1,0.001,0.065,0.934,1.933,1,0.001,0.076,0.923,1.921,1,0,0.02,0.98,1.98,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
S109,s03-13,3,1,2,2,63,37,26,0,00:42:07,0.689,0.31,0.001,0.312,3,0.016,0.083,0.901,1.885,1,0.992,0.008,0,0.008,3,0.28,0.328,0.392,1.111,1,0.886,0.11,0.004,0.118,3,0.011,0.118,0.871,1.861,1,0.988,0.012,0,0.013,3,0.113,0.4,0.487,1.375,1,0.188,0.495,0.317,1.129,2,0.071,0.429,0.5,1.429,1,0.138,0.462,0.4,1.263,2,0.102,0.353,0.545,1.443,1,0.209,0.495,0.296,1.087,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2
S112,s03-14,3,1,2,2,63,21,15,27,0.03125,0.694,0.304,0.001,0.307,3,0.072,0.174,0.754,1.682,1,0.988,0.011,0,0.012,3,0.281,0.328,0.391,1.111,1,0.844,0.146,0.01,0.167,3,0.038,0.122,0.84,1.801,1,0.967,0.032,0.001,0.034,3,0.263,0.414,0.323,1.06,2,0.131,0.46,0.409,1.279,2,0.324,0.379,0.297,0.973,2,0.546,0.383,0.071,0.525,3,0.256,0.406,0.337,1.081,2,0.015,0.211,0.774,1.758,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,NA,1,1,1,1
S105,s03-15,3,3,1,1,63,23,40,0,00:29:12,0.001,0.372,0.627,1.626,1,0,0.009,0.99,1.99,1,0.622,0.352,0.026,0.404,3,0.143,0.258,0.6,1.457,1,0,0.029,0.971,1.971,1,0.009,0.132,0.859,1.85,1,0.725,0.273,0.002,0.278,3,0.005,0.094,0.901,1.896,1,0.001,0.048,0.951,1.95,1,0.002,0.103,0.895,1.893,1,0.006,0.143,0.851,1.845,1,0.008,0.14,0.853,1.845,1,0,0.019,0.981,1.981,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
S104,s03-16,3,2,2,1,63,9,54,0,00:30:23,0,0,1,2,1,0,0.003,0.997,1.996,1,0.018,0.402,0.58,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.007,0.993,1.993,1,0.007,0.489,0.505,1.498,1,0.002,0.056,0.942,1.94,1,0.001,0.041,0.958,1.957,1,0.008,0.228,0.764,1.756,1,0.037,0.288,0.675,1.639,1,0.009,0.183,0.808,1.799,1,0,0.026,0.973,1.973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
S108,s03-17,3,3,1,1,63,35,22,6,0.03125,0.844,0.155,0,0.156,3,0.017,0.139,0.844,1.827,1,0.998,0.002,0,0.002,3,0.294,0.332,0.374,1.079,1,0.8,0.189,0.012,0.212,3,0,0.022,0.978,1.978,1,0.998,0.002,0,0.002,3,0.23,0.455,0.314,1.084,2,0.182,0.499,0.319,1.137,2,0.206,0.549,0.245,1.039,2,0.824,0.167,0.009,0.185,3,0.236,0.42,0.344,1.107,2,0.739,0.217,0.044,0.305,3,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA
S097,s03-18,3,1,2,2,63,30,33,0,00:37:43,0.287,0.705,0.009,0.722,2,0.003,0.041,0.956,1.953,1,0.95,0.049,0.001,0.051,3,0.244,0.316,0.44,1.197,1,0.003,0.102,0.895,1.892,1,0.003,0.079,0.918,1.914,1,0.965,0.035,0,0.035,3,0.082,0.363,0.555,1.473,1,0.624,0.327,0.049,0.424,3,0.014,0.239,0.747,1.733,1,0.119,0.447,0.434,1.315,2,0.105,0.367,0.528,1.423,1,0.027,0.272,0.701,1.674,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2
S129,s04-01,4,2,2,1,63,47,15,1,00:41:50,0.998,0.002,0,0.002,3,0.081,0.321,0.597,1.516,1,1,0,0,0,3,0.308,0.336,0.356,1.048,1,0.936,0.063,0.001,0.065,3,0.005,0.105,0.89,1.885,1,1,0,0,0,3,0.491,0.393,0.116,0.625,3,0.439,0.465,0.096,0.657,2,0.531,0.405,0.064,0.533,3,0.66,0.306,0.035,0.375,3,0.5,0.373,0.127,0.627,3,0.897,0.101,0.002,0.105,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2
S128,s04-02,4,1,2,2,63,27,36,0,00:40:44,0.019,0.718,0.263,1.245,2,0,0.008,0.992,1.992,1,0.898,0.1,0.003,0.105,3,0.189,0.288,0.523,1.335,1,0.456,0.411,0.133,0.677,3,0,0.007,0.993,1.993,1,0.648,0.341,0.011,0.363,3,0.011,0.167,0.823,1.812,1,0.01,0.161,0.828,1.818,1,0.008,0.229,0.762,1.754,1,0.314,0.496,0.19,0.876,2,0.017,0.193,0.79,1.773,1,0.004,0.12,0.876,1.873,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2
S120,s04-03,4,2,2,1,63,35,28,0,00:44:42,0.316,0.675,0.009,0.693,2,0.013,0.075,0.912,1.899,1,0.98,0.02,0,0.02,3,0.246,0.317,0.437,1.191,1,0.068,0.373,0.559,1.491,1,0.007,0.099,0.894,1.887,1,0.978,0.021,0,0.022,3,0.112,0.376,0.512,1.4,1,0.499,0.403,0.098,0.599,3,0.067,0.429,0.505,1.438,1,0.603,0.348,0.049,0.446,3,0.134,0.379,0.487,1.353,1,0.027,0.271,0.702,1.675,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2
S136,s04-04,4,3,1,1,63,43,18,2,0.03125,0.896,0.104,0,0.104,3,0.067,0.247,0.686,1.619,1,0.999,0.001,0,0.001,3,0.299,0.333,0.368,1.069,1,0.92,0.079,0.002,0.082,3,0.011,0.132,0.858,1.847,1,1,0,0,0,3,0.458,0.405,0.137,0.679,3,0.177,0.504,0.32,1.143,2,0.292,0.504,0.205,0.913,2,0.934,0.065,0.001,0.067,3,0.501,0.366,0.132,0.631,3,0.032,0.292,0.676,1.644,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,NA,NA
S122,s04-05,4,1,2,2,63,34,29,0,00:40:21,0.078,0.85,0.072,0.993,2,0.009,0.081,0.911,1.902,1,0.956,0.043,0.001,0.045,3,0.217,0.305,0.478,1.26,1,0.545,0.386,0.069,0.525,3,0,0.013,0.987,1.987,1,0.97,0.03,0,0.03,3,0.06,0.284,0.656,1.596,1,0.036,0.289,0.675,1.639,1,0.381,0.525,0.095,0.714,2,0.386,0.484,0.131,0.745,2,0.073,0.302,0.625,1.553,1,0.009,0.184,0.806,1.797,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1
S124,s04-06,4,3,1,1,63,33,30,0,00:41:29,0.054,0.877,0.069,1.016,2,0.008,0.091,0.901,1.892,1,0.992,0.008,0,0.008,3,0.215,0.305,0.48,1.265,1,0.006,0.148,0.846,1.84,1,0.001,0.029,0.97,1.969,1,0.986,0.014,0,0.014,3,0.21,0.487,0.303,1.093,2,0.055,0.342,0.604,1.549,1,0.067,0.432,0.501,1.434,1,0.068,0.411,0.521,1.453,1,0.401,0.421,0.179,0.778,2,0.006,0.159,0.835,1.828,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1
S127,s04-07,4,3,1,1,63,34,29,0,00:41:02,0.052,0.877,0.072,1.02,2,0.04,0.248,0.712,1.671,1,0.955,0.044,0.001,0.046,3,0.215,0.304,0.481,1.266,1,0.001,0.064,0.935,1.934,1,0,0.027,0.972,1.972,1,0.987,0.013,0,0.013,3,0.23,0.393,0.376,1.146,2,0.152,0.443,0.405,1.254,2,0.851,0.145,0.004,0.153,3,0.872,0.124,0.004,0.132,3,0.306,0.398,0.296,0.989,2,0,0.044,0.955,1.955,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2
S126,s04-08,4,2,2,1,63,8,55,0,00:23:58,0,0,1,2,1,0,0.001,0.999,1.999,1,0.018,0.402,0.579,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.001,0.999,1.999,1,0.018,0.669,0.313,1.296,2,0,0.017,0.983,1.983,1,0,0.006,0.994,1.994,1,0.001,0.101,0.897,1.896,1,0.011,0.17,0.819,1.808,1,0,0.038,0.962,1.961,1,0,0.023,0.977,1.977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S134,s04-09,4,1,2,2,63,29,34,0,00:40:03,0.005,0.411,0.584,1.579,1,0.001,0.026,0.973,1.972,1,0.473,0.445,0.082,0.609,3,0.148,0.261,0.59,1.442,1,0,0.031,0.968,1.968,1,0.018,0.185,0.796,1.778,1,0.984,0.016,0,0.016,3,0.028,0.202,0.769,1.741,1,0.053,0.272,0.675,1.622,1,0.002,0.108,0.89,1.887,1,0.066,0.384,0.55,1.485,1,0.06,0.329,0.611,1.551,1,0.287,0.491,0.222,0.934,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
S125,s04-10,4,1,2,2,63,18,45,0,00:15:27,0,0.006,0.994,1.994,1,0,0.005,0.995,1.995,1,0.211,0.653,0.136,0.925,2,0.098,0.228,0.674,1.576,1,0,0.01,0.99,1.99,1,0.008,0.131,0.86,1.852,1,0.095,0.79,0.114,1.019,2,0.001,0.036,0.963,1.962,1,0,0.025,0.975,1.975,1,0.001,0.102,0.896,1.895,1,0.066,0.371,0.562,1.496,1,0.003,0.109,0.888,1.886,1,0,0.036,0.964,1.964,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
S132,s04-11,4,2,2,1,63,24,39,0,00:36:29,0,0.112,0.888,1.888,1,0.001,0.015,0.985,1.984,1,0.279,0.599,0.122,0.843,2,0.111,0.236,0.653,1.542,1,0,0.015,0.985,1.984,1,0,0.008,0.992,1.992,1,0.918,0.082,0,0.083,3,0.017,0.143,0.839,1.822,1,0.004,0.076,0.92,1.917,1,0.041,0.423,0.535,1.494,1,0.113,0.445,0.441,1.328,2,0.052,0.341,0.608,1.556,1,0.001,0.064,0.934,1.933,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1
S121,s04-12,4,3,1,1,63,40,23,0,00:33:44,0.79,0.21,0,0.211,3,0.058,0.202,0.74,1.682,1,0.995,0.005,0,0.005,3,0.29,0.33,0.38,1.091,1,0.585,0.358,0.057,0.471,3,0.009,0.118,0.872,1.863,1,0.999,0.001,0,0.001,3,0.231,0.415,0.354,1.124,2,0.504,0.41,0.086,0.582,3,0.464,0.458,0.078,0.614,3,0.735,0.243,0.022,0.287,3,0.198,0.394,0.408,1.21,1,0.003,0.109,0.888,1.885,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2
